facility_name,address,state_name,district_name,sub_district_name,pincode,facility_type,ownership,facility_id,latitude,longitude
Government Jammu West Hospital 4,"Main Road, Jammu West, Jammu and Kashmir",Jammu and Kashmir,Jammu West,Block A,379647,Primary Health Centre,Government,GEN-00824,26.344424,94.371558
Government Jammu West Hospital 5,"Main Road, Jammu West, Jammu and Kashmir",Jammu and Kashmir,Jammu West,Block A,414580,Medical College Hospital,Government,GEN-00825,11.228013,93.452636
Government Ladakh Central Hospital 1,"Main Road, Ladakh Central, Ladakh",Ladakh,Ladakh Central,Block C,186463,District Hospital,Government,GEN-00826,18.604518,86.596669
Government Ladakh Central Hospital 2,"Main Road, Ladakh Central, Ladakh",Ladakh,Ladakh Central,Block A,440629,Sub District Hospital,Government,GEN-00827,30.018598,82.784404
Government Ladakh Central Hospital 3,"Main Road, Ladakh Central, Ladakh",Ladakh,Ladakh Central,Block B,246529,Community Health Centre,Government,GEN-00828,17.812497,78.279751
Government Ladakh Central Hospital 4,"Main Road, Ladakh Central, Ladakh",Ladakh,Ladakh Central,Block C,113009,Primary Health Centre,Government,GEN-00829,9.16857,77.757077
Government Ladakh Central Hospital 5,"Main Road, Ladakh Central, Ladakh",Ladakh,Ladakh Central,Block C,587802,Medical College Hospital,Government,GEN-00830,30.465245,91.492914
Government Ladakh North Hospital 1,"Main Road, Ladakh North, Ladakh",Ladakh,Ladakh North,Block C,283190,District Hospital,Government,GEN-00831,21.315178,78.47385
Government Ladakh North Hospital 2,"Main Road, Ladakh North, Ladakh",Ladakh,Ladakh North,Block A,786374,Sub District Hospital,Government,GEN-00832,8.651131,76.306458
Government Ladakh North Hospital 3,"Main Road, Ladakh North, Ladakh",Ladakh,Ladakh North,Block A,421617,Community Health Centre,Government,GEN-00833,12.105143,78.614601
Government Ladakh North Hospital 4,"Main Road, Ladakh North, Ladakh",Ladakh,Ladakh North,Block A,123326,Primary Health Centre,Government,GEN-00834,34.142817,88.950303
Government Ladakh North Hospital 5,"Main Road, Ladakh North, Ladakh",Ladakh,Ladakh North,Block B,406959,Medical College Hospital,Government,GEN-00835,25.75888,75.44053
Government Ladakh South Hospital 1,"Main Road, Ladakh South, Ladakh",Ladakh,Ladakh South,Block A,255748,District Hospital,Government,GEN-00836,24.101101,94.161023
Government Ladakh South Hospital 2,"Main Road, Ladakh South, Ladakh",Ladakh,Ladakh South,Block A,178462,Sub District Hospital,Government,GEN-00837,37.183788,90.247227
Government Ladakh South Hospital 3,"Main Road, Ladakh South, Ladakh",Ladakh,Ladakh South,Block B,600422,Community Health Centre,Government,GEN-00838,9.205811,81.473148
Government Ladakh South Hospital 4,"Main Road, Ladakh South, Ladakh",Ladakh,Ladakh South,Block A,471118,Primary Health Centre,Government,GEN-00839,14.3597,73.669507
Government Ladakh South Hospital 5,"Main Road, Ladakh South, Ladakh",Ladakh,Ladakh South,Block B,821727,Medical College Hospital,Government,GEN-00840,16.403708,83.699831
Government Ladakh East Hospital 1,"Main Road, Ladakh East, Ladakh",Ladakh,Ladakh East,Block B,432945,District Hospital,Government,GEN-00841,32.944309,80.029704
Government Ladakh East Hospital 2,"Main Road, Ladakh East, Ladakh",Ladakh,Ladakh East,Block B,470020,Sub District Hospital,Government,GEN-00842,25.084518,92.785498
Government Ladakh East Hospital 3,"Main Road, Ladakh East, Ladakh",Ladakh,Ladakh East,Block A,590002,Community Health Centre,Government,GEN-00843,14.241849,76.038619
Government Ladakh East Hospital 4,"Main Road, Ladakh East, Ladakh",Ladakh,Ladakh East,Block C,754895,Primary Health Centre,Government,GEN-00844,36.007008,83.107118
Government Ladakh East Hospital 5,"Main Road, Ladakh East, Ladakh",Ladakh,Ladakh East,Block B,563763,Medical College Hospital,Government,GEN-00845,35.294808,73.509896
Government Ladakh West Hospital 1,"Main Road, Ladakh West, Ladakh",Ladakh,Ladakh West,Block B,277759,District Hospital,Government,GEN-00846,28.180695,95.28856
Government Ladakh West Hospital 2,"Main Road, Ladakh West, Ladakh",Ladakh,Ladakh West,Block B,776209,Sub District Hospital,Government,GEN-00847,36.699112,70.196681
Government Ladakh West Hospital 3,"Main Road, Ladakh West, Ladakh",Ladakh,Ladakh West,Block B,703727,Community Health Centre,Government,GEN-00848,23.076242,96.484266
Government Ladakh West Hospital 4,"Main Road, Ladakh West, Ladakh",Ladakh,Ladakh West,Block C,717739,Primary Health Centre,Government,GEN-00849,30.084675,81.087305
Government Ladakh West Hospital 5,"Main Road, Ladakh West, Ladakh",Ladakh,Ladakh West,Block C,803995,Medical College Hospital,Government,GEN-00850,26.102518,86.859444
Government Lakshadweep Central Hospital 1,"Main Road, Lakshadweep Central, Lakshadweep",Lakshadweep,Lakshadweep Central,Block A,383885,District Hospital,Government,GEN-00851,32.546988,92.3127
Government Lakshadweep Central Hospital 2,"Main Road, Lakshadweep Central, Lakshadweep",Lakshadweep,Lakshadweep Central,Block C,416288,Sub District Hospital,Government,GEN-00852,33.46582,68.269171
Government Lakshadweep Central Hospital 3,"Main Road, Lakshadweep Central, Lakshadweep",Lakshadweep,Lakshadweep Central,Block C,426822,Community Health Centre,Government,GEN-00853,30.954257,91.414393
Government Lakshadweep Central Hospital 4,"Main Road, Lakshadweep Central, Lakshadweep",Lakshadweep,Lakshadweep Central,Block C,218540,Primary Health Centre,Government,GEN-00854,35.060945,89.055898
Government Lakshadweep Central Hospital 5,"Main Road, Lakshadweep Central, Lakshadweep",Lakshadweep,Lakshadweep Central,Block C,713125,Medical College Hospital,Government,GEN-00855,14.950801,96.711581
Government Lakshadweep North Hospital 1,"Main Road, Lakshadweep North, Lakshadweep",Lakshadweep,Lakshadweep North,Block C,623018,District Hospital,Government,GEN-00856,12.346661,88.375041
Government Lakshadweep North Hospital 2,"Main Road, Lakshadweep North, Lakshadweep",Lakshadweep,Lakshadweep North,Block C,302446,Sub District Hospital,Government,GEN-00857,16.71745,90.480617
Government Lakshadweep North Hospital 3,"Main Road, Lakshadweep North, Lakshadweep",Lakshadweep,Lakshadweep North,Block B,368590,Community Health Centre,Government,GEN-00858,20.771265,92.814553
Government Lakshadweep North Hospital 4,"Main Road, Lakshadweep North, Lakshadweep",Lakshadweep,Lakshadweep North,Block B,452695,Primary Health Centre,Government,GEN-00859,9.815237,90.473894
Government Lakshadweep North Hospital 5,"Main Road, Lakshadweep North, Lakshadweep",Lakshadweep,Lakshadweep North,Block B,157099,Medical College Hospital,Government,GEN-00860,30.23763,90.819059
Government Lakshadweep South Hospital 1,"Main Road, Lakshadweep South, Lakshadweep",Lakshadweep,Lakshadweep South,Block C,604886,District Hospital,Government,GEN-00861,12.838051,90.985234
Government Lakshadweep South Hospital 2,"Main Road, Lakshadweep South, Lakshadweep",Lakshadweep,Lakshadweep South,Block C,251199,Sub District Hospital,Government,GEN-00862,23.120695,85.963268
Government Lakshadweep South Hospital 3,"Main Road, Lakshadweep South, Lakshadweep",Lakshadweep,Lakshadweep South,Block C,538753,Community Health Centre,Government,GEN-00863,35.037298,80.743077
Government Lakshadweep South Hospital 4,"Main Road, Lakshadweep South, Lakshadweep",Lakshadweep,Lakshadweep South,Block C,695388,Primary Health Centre,Government,GEN-00864,22.443335,80.48869
Government Lakshadweep South Hospital 5,"Main Road, Lakshadweep South, Lakshadweep",Lakshadweep,Lakshadweep South,Block C,757483,Medical College Hospital,Government,GEN-00865,33.771316,85.434347
Government Lakshadweep East Hospital 1,"Main Road, Lakshadweep East, Lakshadweep",Lakshadweep,Lakshadweep East,Block B,297493,District Hospital,Government,GEN-00866,16.828789,79.4014
Government Lakshadweep East Hospital 2,"Main Road, Lakshadweep East, Lakshadweep",Lakshadweep,Lakshadweep East,Block C,196782,Sub District Hospital,Government,GEN-00867,21.368542,82.82577
Government Lakshadweep East Hospital 3,"Main Road, Lakshadweep East, Lakshadweep",Lakshadweep,Lakshadweep East,Block A,282077,Community Health Centre,Government,GEN-00868,22.373684,91.393815
Government Lakshadweep East Hospital 4,"Main Road, Lakshadweep East, Lakshadweep",Lakshadweep,Lakshadweep East,Block C,381639,Primary Health Centre,Government,GEN-00869,15.818824,69.711345
Government Lakshadweep East Hospital 5,"Main Road, Lakshadweep East, Lakshadweep",Lakshadweep,Lakshadweep East,Block B,745097,Medical College Hospital,Government,GEN-00870,9.296977,76.237841
Government Lakshadweep West Hospital 1,"Main Road, Lakshadweep West, Lakshadweep",Lakshadweep,Lakshadweep West,Block A,852459,District Hospital,Government,GEN-00871,19.541584,93.816011
Government Lakshadweep West Hospital 2,"Main Road, Lakshadweep West, Lakshadweep",Lakshadweep,Lakshadweep West,Block B,847876,Sub District Hospital,Government,GEN-00872,29.736458,84.573837
Government Lakshadweep West Hospital 3,"Main Road, Lakshadweep West, Lakshadweep",Lakshadweep,Lakshadweep West,Block B,755145,Community Health Centre,Government,GEN-00873,24.564581,85.300592
Government Lakshadweep West Hospital 4,"Main Road, Lakshadweep West, Lakshadweep",Lakshadweep,Lakshadweep West,Block C,193813,Primary Health Centre,Government,GEN-00874,23.453337,88.261813
Government Lakshadweep West Hospital 5,"Main Road, Lakshadweep West, Lakshadweep",Lakshadweep,Lakshadweep West,Block A,204191,Medical College Hospital,Government,GEN-00875,22.946925,73.19113
Government Puducherry Central Hospital 1,"Main Road, Puducherry Central, Puducherry",Puducherry,Puducherry Central,Block B,581044,District Hospital,Government,GEN-00876,16.376986,81.847896
Government Puducherry Central Hospital 2,"Main Road, Puducherry Central, Puducherry",Puducherry,Puducherry Central,Block A,570984,Sub District Hospital,Government,GEN-00877,28.937851,75.951394
Government Puducherry Central Hospital 3,"Main Road, Puducherry Central, Puducherry",Puducherry,Puducherry Central,Block B,326162,Community Health Centre,Government,GEN-00878,37.291415,91.177459
Government Puducherry Central Hospital 4,"Main Road, Puducherry Central, Puducherry",Puducherry,Puducherry Central,Block B,834083,Primary Health Centre,Government,GEN-00879,12.169919,79.717309
Government Puducherry Central Hospital 5,"Main Road, Puducherry Central, Puducherry",Puducherry,Puducherry Central,Block B,404544,Medical College Hospital,Government,GEN-00880,9.926191,73.776159
Government Puducherry North Hospital 1,"Main Road, Puducherry North, Puducherry",Puducherry,Puducherry North,Block A,148682,District Hospital,Government,GEN-00881,32.045898,90.291344
Government Puducherry North Hospital 2,"Main Road, Puducherry North, Puducherry",Puducherry,Puducherry North,Block C,467100,Sub District Hospital,Government,GEN-00882,13.232534,80.26023
Government Puducherry North Hospital 3,"Main Road, Puducherry North, Puducherry",Puducherry,Puducherry North,Block A,262137,Community Health Centre,Government,GEN-00883,16.445244,77.16746
Government Puducherry North Hospital 4,"Main Road, Puducherry North, Puducherry",Puducherry,Puducherry North,Block A,172464,Primary Health Centre,Government,GEN-00884,11.199137,93.11353
Government Puducherry North Hospital 5,"Main Road, Puducherry North, Puducherry",Puducherry,Puducherry North,Block A,249356,Medical College Hospital,Government,GEN-00885,16.097447,73.659184
Government Puducherry South Hospital 1,"Main Road, Puducherry South, Puducherry",Puducherry,Puducherry South,Block B,220967,District Hospital,Government,GEN-00886,27.107306,82.755514
Government Puducherry South Hospital 2,"Main Road, Puducherry South, Puducherry",Puducherry,Puducherry South,Block C,315673,Sub District Hospital,Government,GEN-00887,22.621043,77.875302
Government Puducherry South Hospital 3,"Main Road, Puducherry South, Puducherry",Puducherry,Puducherry South,Block B,318238,Community Health Centre,Government,GEN-00888,17.475353,73.317029
Government Puducherry South Hospital 4,"Main Road, Puducherry South, Puducherry",Puducherry,Puducherry South,Block B,446586,Primary Health Centre,Government,GEN-00889,15.122374,86.981966
Government Puducherry South Hospital 5,"Main Road, Puducherry South, Puducherry",Puducherry,Puducherry South,Block B,258961,Medical College Hospital,Government,GEN-00890,33.033338,73.699906
Government Puducherry East Hospital 1,"Main Road, Puducherry East, Puducherry",Puducherry,Puducherry East,Block B,212743,District Hospital,Government,GEN-00891,31.286329,85.140015
Government Puducherry East Hospital 2,"Main Road, Puducherry East, Puducherry",Puducherry,Puducherry East,Block C,161496,Sub District Hospital,Government,GEN-00892,37.019686,74.684663
Government Puducherry East Hospital 3,"Main Road, Puducherry East, Puducherry",Puducherry,Puducherry East,Block C,321664,Community Health Centre,Government,GEN-00893,28.689279,72.108629
Government Puducherry East Hospital 4,"Main Road, Puducherry East, Puducherry",Puducherry,Puducherry East,Block C,672269,Primary Health Centre,Government,GEN-00894,27.377873,76.448339
Government Puducherry East Hospital 5,"Main Road, Puducherry East, Puducherry",Puducherry,Puducherry East,Block B,299783,Medical College Hospital,Government,GEN-00895,30.179584,96.710082
Government Puducherry West Hospital 1,"Main Road, Puducherry West, Puducherry",Puducherry,Puducherry West,Block C,729347,District Hospital,Government,GEN-00896,33.632237,93.847126
Government Puducherry West Hospital 2,"Main Road, Puducherry West, Puducherry",Puducherry,Puducherry West,Block C,113495,Sub District Hospital,Government,GEN-00897,9.686943,96.299705
Government Puducherry West Hospital 3,"Main Road, Puducherry West, Puducherry",Puducherry,Puducherry West,Block A,525211,Community Health Centre,Government,GEN-00898,22.157017,88.256934
Government Puducherry West Hospital 4,"Main Road, Puducherry West, Puducherry",Puducherry,Puducherry West,Block A,139128,Primary Health Centre,Government,GEN-00899,14.600181,77.611756
Government Puducherry West Hospital 5,"Main Road, Puducherry West, Puducherry",Puducherry,Puducherry West,Block A,427013,Medical College Hospital,Government,GEN-00900,17.83719,77.129499
